Title ,ROM,Year,Manufacturer,MAME Set,
Cops 'n' Robbers (Qps) (IMPACT) (set 1),j6coprob,199?,Qps,Merged,
"Cops 'n' Robbers Club (Bellfruit) (set 9, UK, 250GBP Jackpot) (Scorpion 2/3)",sc2copcl,199?,BFM,Merged,
Cops 'n' Robbers Club Classic (Bellfruit) (Scorpion 4) (set 1),sc4crcc,200?,BFM,Merged,
"Cops 'n' Robbers Club Deluxe (Bellfruit) (set 7, UK, 250GBP Jackpot) (Scorpion 2/3)",sc2copdc,199?,BFM,Merged,
Cops 'n' Robbers Club Platinum (Bellfruit) (Scorpion 4) (set 1),sc4crcp,200?,BFM,Merged,
Cops 'n' Robbers Community Party (Bellfruit) (Adder 5) (set 1),ad5crcpt,200?,BFM,Merged,
Cops 'n' Robbers Community Party (Bellfruit) (Scorpion 5) (set 1),sc5crcpt,200?,BFM,Merged,
Cops 'n' Robbers Deluxe (Dutch) (Bellfruit) (Scorpion 1),sc1copdd,198?,BFM/ELAM,Merged,
Cops 'n' Robbers Gold Club (Bellfruit) (Scorpion 4) (set 1),sc4crgc,2003,BFM,Merged,
Cops 'n' Robbers On The Run (Bellfruit) (Scorpion 5) (set 1),sc5crotr,200?,BFM,Merged,
Cops 'n' Robbers Safe Cracker (Bellfruit) (Scorpion 4) (set 1),sc4crsc,200?,BFM,Merged,
Cops 'n' Robbers Safe Cracker (Bellfruit) (Scorpion 5) (set 1),sc5crsc,200?,BFM,Merged,
Cops 'n' Robbers Smash 'n' Grab (Bellfruit) (Scorpion 5) (set 1),sc5crsgr,200?,BFM,Merged,
Cops 'n' Robbers Smash 'n' Grab Club (Bellfruit) (Scorpion 5) (set 1),sc5crsgc,200?,BFM,Merged,
Cops 'n' Robbers Street Wise (Scorpion 5),sc5_3520,200?,BFM,Merged,
Cops (USA),cops,1994,Atari Games,Merged,
Cops & Robbers (Bellfruit) (System 83),b83cops,198?,BFM,Merged,
COPS Pocket Assistant,copspa,1982,National Semiconductor,Merged,
Cops'n Robbers,copsnrob,1976,Atari,Merged,
Copy Cat (Barcrest) (MPU4) (CO  1.1 YD),m4cpycat,199?,BWB,Merged,
Copy Cat (model 7-520),copycat,1979,Tiger Electronics,Merged,
"Coral Riches II (0100919V, NSW/ACT)",coralrc2,1998,Aristocrat,Merged,
"Coral Riches II (1VXFC5472, New Zealand)",coralr2,2000,Aristocrat,Merged,
CorComp Disk Controller Card,ti99_ccdcc,,,Merged,
CorComp Floppy Disk Controller Card Rev A,ti99_ccfdc,,,Merged,
Coronation Street - Rovers Return (Maygay) (set 1) (M1A/B),m1cororr,1995,Maygay,Merged,
Coronation Street (Bellfruit) (Scorpion 5) (set 1),sc5corst,200?,BFM,Merged,
Coronation Street (Maygay) (M1A/B),m1coro,1996,Maygay,Merged,
Coronation Street (PR2252) (Mazooma) (Scorpion 4) (set 1),sc4coro,200?,Mazooma,Merged,
Coronation Street (PR2252) (Mazooma) (Scorpion 5) (set 1),sc5coro,200?,Mazooma,Merged,
"Coronation Street 2 (Maygay) (EPOCH) (3.7, set 1)",ep_cor2,199?,Maygay,Merged,
Coronation Street Club (Maygay) v2.1 (M1A/B),m1corocb,1994,Maygay,Merged,
Coronation Street Club (Mazooma) (Scorpion 4) (set 1),sc4corcl,200?,Mazooma,Merged,
"Coronation Street Monopoly Club (Maygay) (EPOCH) (1.7, set 1)",ep_cormn,199?,Maygay,Merged,
Coronation Street Quiz Game,coronatn,1999,JPM,Merged,
Coronation Street Showcase (Maygay) v1.1 (M1A/B),m1corosh,1993,Maygay,Merged,
Coronation Street Triple (Arcade Version 012) (PR2249) (Mazooma) (Scorpion 4) (set 1),sc4coroc,200?,Mazooma,Merged,
"Corrida de Toros (30178311, NSW/ACT)",corrida,2005,Aristocrat,Merged,
Corsario,corsario,1989,Inder,Merged,
"Corsarios (Cirsa slot machine, V6.0D)",ccorsario,1999,Unidesa/Cirsa,Merged,
Cortex,cortex,1982,Powertran Cybernetics,Merged,
Corvette (2.1),corv_21,1994,Bally,Merged,
Corvus Concept Keyboard,concept_kbd,,,Merged,
Corvus Flat Cable interface,a2corvus,,,Merged,
Corvus Systems Buffered Floppy Controller,crvfdc02,,,Merged,
Corvus Systems Floppy Controller,crvfdc01,,,Merged,
COSMAC Microkit,microkit,1975,RCA,Merged,
Cosmac VIP (VP-711),vip,1977,RCA,Merged,
Cosmic,cosmic,1981,Taito do Brasil,Merged,
"Cosmic Alien (version II, set 1)",cosmica,1979,Universal,Merged,
Cosmic Avenger,cavenger,1981,Universal,Merged,
Cosmic Casinos (Barcrest) (MPU4) (CC__3.0),m4coscas,199?,BWB,Merged,
Cosmic Chasm (set 1),cchasm,1983,Cinematronics / GCE,Merged,
Cosmic Combat,tccombat,1980,Tomy,Merged,
Cosmic Cop (World),cosmccop,1991,Irem,Merged,
Cosmic Flash (NSM),cosflnsm,1985,NSM,Merged,
Cosmic Guerilla,cosmicg,1979,Universal,Merged,
Cosmic Gunfight (L-1),csmic_l1,1980,Williams,Merged,
Cosmic Princess,princess,1979,Stern,Merged,
Cosmic Smash (Rev A),csmash,2000,Sega,Merged,
Cosmicos,cosmicos,1979,Radio Bulletin,Merged,
Cosmo,cosmo,1979,TDS & MINTS,Merged,
Cosmo Gang (US),cgang,1990,Namco (Data East license),Merged,
Cosmo Gang the Puzzle (US),cgangpzl,1992,Namco,Merged,
Cosmo Gang the Video (US),cosmogng,1991,Namco,Merged,
"Cosmo Girl (Senario, Plug and Play)",sencosmo,2005,Senario,Merged,
Cosmo Police Galivan (12/26/1985),galivan,1985,Nichibutsu,Merged,
Cosmos,cosmos,1981,Century Electronics,Merged,
Cosmoswat,cswat,1984,Namco,Merged,
Cosplay Tengoku 7 - Super Kogal Ranking (Japan),csplayh7,1999,Nichibutsu/eic,Merged,
"Costa Brava (2 jackpot points, 81%)",cbrava,1982,Interflip,Merged,
Costa Del Cash (Barcrest) (MPU5),m5costa,199?,Barcrest,Merged,
Costa Del Cash Casino (Barcrest) (MPU5),m5cos,199?,Barcrest,Merged,
Costa Del Cash Club (Barcrest) (MPU5),m5cosclb,199?,Barcrest,Merged,
"Cotton (set 4, World) (FD1094 317-0181a)",cotton,1991,Success / Sega,Merged,
Cotton 2 (JUET 970902 V1.000),cotton2,1997,Success,Merged,
Cotton Boomerang (JUET 980709 V1.000),cottonbm,1998,Success,Merged,
Count Cash Club (Bellfruit) (set 2) (Scorpion 1),sc1count,198?,BFM,Merged,
Count Yer Cash (Mazooma) (Scorpion 4) (set 1),sc4cyc,200?,Mazooma,Merged,
Count Yer Cash Club (Mazooma) (Scorpion 4) (set 1),sc4cyccl,200?,Mazooma,Merged,
Count-Down,countdwn,1979,Gottlieb,Merged,
Countdown (Bellfruit) (Scorpion 4) (set 1),sc4count,200?,BFM,Merged,
Countdown (Bellfruit) (Scorpion 5) (set 1),sc5count,200?,BFM,Merged,
Counter Run (NS6201-A 1988.3),countrun,1988,Nihon System (Sega license),Merged,
Counter Steer (Japan),cntsteer,1985,Data East Corporation,Merged,
Counterforce,cntforce,1980,Gottlieb,Merged,
Countertop Champion 2 (ver 2.11),champ2,1994,U.S. Games,Merged,
Country Club,countryc,1988,SNK,Merged,
Country Club Classic (v1.10 03-apr-1997),ccclass,1997,Creative Electronics And Software,Merged,
Country Girl (Japan set 1),cntrygrl,1984,Royal Denshi,Merged,
Covidarts,covidarts,1997,Covielsa,Merged,
Cow Tipping - Shake Cattle & Roll (set 1),cowtipp,2004,Game Refuge / Team Play,Merged,
Cowboy Eight Ball (set 1),cowboy,1981,LTD,Merged,
Cowboy Eight Ball 2,cowboy2,1982,LTD,Merged,
CP-150 Plus,adacp150p,1989,Adacom,Merged,
CP1 / Computer-Praxis,cp1,1980,Kosmos,Merged,
"CPC-330K KOBO (MSX2, Korea)",cpc330k,1988,Daewoo,Merged,
"CPC-88 (MSX1, Korea)",cpc88,1984,Daewoo,Merged,
CPS-2000,cps2000,1986,Casio,Merged,
CPS1 Multi Game,cps1mult,20??,bootleg,Merged,
CPS3 Multi-game bootleg for HD6417095 type SH2 (V4),cps3boot,1999,bootleg,Merged,
CPU09,cpu09,1982,C. Tavernier,Merged,
Crack Down (Mega-Tech),mt_crack,1990,Sega,Merged,
"Crack Down (World, Floppy Based, FD1094 317-0058-04c)",crkdown,1989,Sega,Merged,
Crack The Bank (JPM) (MPS),j2crkbnk,198?,JPM,Merged,
Cracker (JPM) (IMPACT) (set 1),j6crack,199?,JPM,Merged,
Crackin' DJ,crackndj,2000,Sega,Merged,
Crackin' DJ Part 2 (Japan),crakndj2,2001,Sega,Merged,
Crackpot 100 Club (Barcrest) (MPU4) (C1P 1.2),m4crkpot,199?,Barcrest,Merged,
Crackshot (version 2.0),cracksht,1985,Exidy,Merged,
Craft,craft,2008,Linus Åkesson,Merged,
Cranesaurus Single,crsauruss,199?,Recreativos Presas,Merged,
Crash 'n Score/Stock Car,crashnsc,1975,Atari,Merged,
Crash (set 1),crash,1979,Exidy,Merged,
Crater Raider,crater,1984,Bally Midway,Merged,
Crayon Shin-chan - Arashi o Yobu! Sushitori Daigassen,cscaoysd,2006,Banpresto,Merged,
Crayon Shinchan Orato Asobo (Japan),qcrayon2,1993,Taito Corporation,Merged,
Crazy 777s (Project) (PROCONN),pr_crz77,199?,Project,Merged,
Crazy Balloon (set 1),crbaloon,1980,Taito Corporation,Merged,
Crazy Balls (NAT),crazybal,1978,Electronic Games Systems / NAT,Merged,
Crazy Bars (Project) (PROCONN),pr_crzbr,199?,Project,Merged,
Crazy Bell (V1.2D),crzybell,1995,Dyna,Merged,
"Crazy Bingo (Maygay) (EPOCH) (1.1, set 1)",ep_crzbn,199?,Maygay,Merged,
Crazy Bingo (Union) (MPU4),m4crzbn,199?,Union,Merged,
"Crazy Bonus 2002 (Ver. 1, dual game)",crazybonb,1997,bootleg (TV Games),Merged,
"Crazy Bonus 2002 (Ver. 1, Sang-Ho HW, set 1)",crazybon,1997,bootleg (Crazy Co.),Merged,
Crazy Break (Dutch) (unknown) (Scorpion 1),sc1czbrk,199?,<unknown>,Merged,
Crazy Bugs (V204US),crzybugs,2009,IGS,Merged,
Crazy Bugs II (V102US),crzybug2,200?,IGS,Merged,
"Crazy Capers (Empire) (MPU4, set 1)",m4crzcap,199?,Empire,Merged,
Crazy Cash (Global) (set 1),sc1crzyc,199?,Global,Merged,
Crazy Casino (Nova) (German) (MPU4) (CRZ 0.3),m4crzcsn,199?,Nova,Merged,
Crazy Casino SP98 (Bellfruit) (Scorpion 4) (set 1),sc4crzcs,200?,BFM,Merged,
Crazy Cavern (Nova) (MPU4) (GCV 0.5),m4crzcav,199?,Nova,Merged,
Crazy Circus (Ver. US.01.7),crzcircus,2007,Astro Corp.,Merged,
Crazy Climber (Bandai),bcclimbr,1982,Bandai,Merged,
Crazy Climber (Crystal) (MPU4) (set 1),m4cclimb,199?,Crystal,Merged,
Crazy Climber (US set 1),cclimber,1980,Nichibutsu,Merged,
Crazy Climber 2 (Japan),cclimbr2,1988,Nichibutsu,Merged,
Crazy Climber Club (Crystal) (MPU4) (set 1),m4crzcl,199?,Crystal,Merged,
Crazy Club (JPM) (IMPACT) (set 1),j6crzclb,199?,JPM,Merged,
Crazy Cobra (Gemini) (M1A/B) (set 1),m1crzco,199?,Gemini,Merged,
Crazy Coyote (Pcp) (10p) (PROCONN),pr_coyot,199?,PCP,Merged,
Crazy Crazy Knights (Barcrest) (MPU5) (set 1),m5crzkni,199?,Barcrest,Merged,
Crazy Crocs (Mdm) (set 1) (Scorpion 2/3?),sc1ccroc,199?,Mdm,Merged,
Crazy Cross (ver EAA),crzcross,1994,Konami,Merged,
Crazy Dou Di Zhu,crzyddz,2004,Sealy,Merged,
Crazy Fight,crazyfgt,1996,Subsino,Merged,
Crazy Fruit & Nutcase (Bellfruit) (Scorpion 5) (set 1),sc5cfnc,200?,BFM,Merged,
"Crazy Fruits (Dutch) (PR1212, CRAZ) (Bellfruit) (Scorpion 4)",sc4czfra,200?,BFM,Merged,
"Crazy Fruits (Germany?) (PR6982, GCRF, 1.02) (Bellfruit) (Scorpion 4)",sc4czfr,200?,BFM,Merged,
"Crazy Fruits (PR6813, CRFR) (Qps) (Scorpion 4) (set 1)",sc4cfqps,200?,Qps,Merged,
Crazy Fruits Blue (Russia) (Atronic) (set 1),cfblue,2002,Atronic,Merged,
Crazy Fruits Casino Party Time (Bellfruit) (Scorpion 5) (set 1),sc5cfpt,200?,BFM,Merged,
Crazy Fruits Classic (Bellfruit) (Scorpion 4) (set 1),sc4cfcla,200?,BFM,Merged,
Crazy Fruits Club (Bellfruit) (Scorpion 4) (set 1),sc4cfclb,200?,BFM,Merged,
Crazy Fruits Community Party (Bellfruit) (Scorpion 5) (set 1),sc5cfcp,200?,BFM,Merged,
Crazy Fruits Down Under (Bellfruit) (Scorpion 4) (set 1),sc4cfdu,200?,BFM,Merged,
Crazy Fruits Gold Club (Bellfruit) (Scorpion 4) (set 1),sc4cfgcl,200?,BFM,Merged,
Crazy Fruits Green (Russia) (Atronic),cfgreen,2002,Atronic,Merged,
"Crazy Gang (Bellfruit) (Scorpion 4) (set 1, Top Box)",sc4crzgn,200?,BFM,Merged,
Crazy Joker (Barcrest) (MPU3),m3cjoker,198?,Barcrest,Merged,
Crazy Jokers (Nova?) (MPU4),m4crzjk,199?,Nova?,Merged,
Crazy Knights (Bellfruit) (Scorpion 5) (set 1),sc5cknig,200?,BFM,Merged,
Crazy Kong,ckong,1981,Kyoei / Falcon,Merged,
Crazy Kong (Gakken),gckong,1982,Gakken,Merged,
Crazy Kong Part II (set 1),ckongpt2,1981,Falcon,Merged,
Crazy Money (Bellfruit) (Adder 5) (set 1),ad5cmons,200?,BFM,Merged,
Crazy Monkey (100311 World),czmon_13,2003,Igrosoft,Merged,
Crazy Monkey 2 (100310 World),crzmon2,2010,Igrosoft,Merged,
Crazy Pays (Bellfruit) (Scorpion 5) (set 1),sc5cpays,200?,BFM,Merged,
Crazy Pays (Project) (PROCONN),pr_crzpy,199?,Project,Merged,
Crazy Race,r_crzyrace,1978,Recel,Merged,
Crazy Rally (set 1),crzrally,1985,Tecfri,Merged,
Crazy Streak Club (Global) (EPOCH) (set 1),ep_cstrk,199?,Global,Merged,
Crazy Taxi,crzytaxi,1999,Sega,Merged,
Crazy Taxi High Roller (Rev B) (GDX-0002B),crtaxihr,2003,Sega / Hitmaker,Merged,
Crazy Trails (JPM),j7crztrl,200?,JPM,Merged,
Crazy War,crazywar,2002,Eolith,Merged,
Crazy World (Mazooma) (Scorpion 4) (set 1),sc4crzwl,200?,Mazooma,Merged,
Crazzy Clownz (Version 1.0),cclownz,1999,LAI Games,Merged,
Creative Technology Blaster CD-R 4210,cdr4210,,,Merged,
CreatiVision,crvision,1982,Video Technology,Merged,
Creature from the Black Lagoon (L-4),cftbl_l4,1993,Bally,Merged,
Creatures of the Sea (20050328 USA 6.3),cots,2005,ECM,Merged,
"Credit Poker (ver.30c, standard)",cgip30cs,1999,CGI,Merged,
"Credit Poker (ver.30e, Extra Bonus)",cgip30e,1999,CGI,Merged,
Creepy Reels,creepyrl,2010,Amcoe,Merged,
CREI 680,crei680,19??,Capital Radio Engineering Institute,Merged,
Cricket,cricket,1995,Daryde S. L.,Merged,
Crime City (World),crimec,1989,Taito Corporation Japan,Merged,
Crime Fighters (World 2 players),crimfght,1989,Konami,Merged,
Crime Patrol (v1.51),crimepat,1993,American Laser Games,Merged,
Crime Patrol 2: Drug Wars (v1.3),crimep2,1993,American Laser Games,Merged,
Crime Watch (Ace) (sp.ACE) (set 1),sp_crime,199?,Ace,Merged,
"Crimson (R4000, 100MHz, Ver. 4.0.3)",crimson,1992,Silicon Graphics Inc,Merged,
"Crisis Zone (World, CSZO4 Ver. B)",crszone,1999,Namco,Merged,
Criss Cross (Sweden),crisscrs,1986,JPM,Merged,
Criss Cross Cash (Ace) (sp.ACE) (set 1),sp_criss,199?,Ace,Merged,
Criss Cross Cash (Mazooma) (Scorpion 4) (set 1),sc4cccsh,200?,Mazooma,Merged,
Criss Cross Club (Maygay) (Dutch) (M1A/B),m1criss,199?,Maygay,Merged,
Criss Cross Crazy (Coinworld) (MPU4?),m4ccc,199?,Coinworld,Merged,
Criss Cross Crazy (Dutch) (Bellfruit) (Scorpion 4),sc4ccc,200?,BFM,Merged,
Criss Cross Jackpot (Pcp) (MPS),j2criscr,198?,Pcp,Merged,
Criterium 75,criter75,1978,Petaco,Merged,
Critical Mass (Barcrest - Red Gaming) (MPU5),m5cmass,199?,Barcrest / Red Gaming,Merged,
Critter Crusher (EA 951204 V1.000),critcrsh,1995,Sega,Merged,
Croaky Karaoke 16-in-1,croaky,2002,<unknown>,Merged,
Croc And Roll (Mdm) (Scorpion 2/3?),sc1crocr,199?,Mdm,Merged,
Crocodile Rock (Empire) (MPU5) (set 1),m5crocrk,199?,Empire,Merged,
Crocodile Rock Club (Empire) (MPU5),m5croclb,199?,Empire,Merged,
Croket! Itada Kinka! Banker Battle!! (Japan),epo_crok,2003,Epoch / SSD Company LTD,Merged,
Croquis (Korea),croquis,1996,Deniam,Merged,
Cross Fire (JPM) (IMPACT) (set 1),j6crsfir,199?,JPM,Merged,
Cross Magic Mark 2,crossmg2,1996,Konami,Merged,
Cross Pang,crospang,1998,F2 System,Merged,
Cross Puzzle,crospuzl,200?,<unknown>,Merged,
Crossbow (version 2.0),crossbow,1983,Exidy,Merged,
Crossed Swords (ALM-002 ~ ALH-002),crsword,1991,Alpha Denshi Co.,Merged,
Crossed Swords 2 (bootleg of CD version),crswd2bl,1996,bootleg (Razoola),Merged,
"Crossfire (Empire) (MPU4, set 1)",m4crfire,199?,Empire,Merged,
Crossfire (Empire) (MPU5),m5crsfir,199?,Empire,Merged,
Crosswalk traffic light controller (unknown model),semcrossw,19??,Etra,Merged,
"Crossword Quiz (Maygay, MV1 Video, set 1)",mv1cwq,199?,Maygay,Merged,
Croupier (Playmark Roulette v.20.05),croupier,1997,Playmark,Merged,
Crown Dealer (Unk) (MPS),j2crown,198?,<unknown>,Merged,
Crown Jewels (Barcrest) (German) (MPU4) (GCN 1.1),m4crzjwl,199?,Barcrest,Merged,
Crown Jewels (Bellfruit) (Scorpion 4) (set 1),sc4crnjw,200?,BFM,Merged,
Crown Jewels (PR1608) (Bellfruit) (Scorpion 5) (set 1),sc5crnjw,2004,BFM,Merged,
"Crown Jewels Deluxe (Barcrest) (German) (MPU4) (CJG 0.4, set 1)",m4cjdlx,1993,Barcrest,Merged,
"Crown Jewels Mk II Club (Barcrest) (MPU4) (CJ2 1.4, set 1)",m4crjwl2,199?,Barcrest,Merged,
Crown Poker (ver. 1.20),crownpkr,1997,<unknown>,Merged,
Crowns Golf (834-5419-04),crgolf,1984,Nasco Japan,Merged,
Crowns Golf in Hawaii,crgolfhi,1985,Nasco Japan,Merged,
Crude Buster (World FX version),cbuster,1990,Data East Corporation,Merged,
Cruis'n Exotica (version 2.4),crusnexo,1999,Midway,Merged,
Cruis'n USA (v4.5),crusnusa,1994,Midway,Merged,
Cruis'n World (v2.5),crusnwld,1996,Midway,Merged,
Cruisin 5: Cruise Back,cruisin5,2023,Abyss,Merged,
Crush Roller (set 1),crush,1981,"Alpha Denshi Co. / Kural Samno Electric, Ltd.",Merged,
Crusher Makochan (Japan),crusherm,1999,Takumi,Merged,
Crypt Killer (GQ420 UAA),cryptklr,1995,Konami,Merged,
Crystal Castles (version 4),ccastles,1983,Atari,Merged,
Crystal Colours (CMC hardware),crystal,1998,J.C.D. srl,Merged,
Crystal Gal (Japan 860512),crystalg,1986,Nichibutsu,Merged,
Crystal Gal 2 (Japan 860620),crystal2,1986,Nichibutsu,Merged,
Crystal Maze,pl6_cm,2004,JPM,Merged,
"Crystal Springs (10144411, NSW/ACT)",cryspri,2003,Aristocrat,Merged,
Crystal System BIOS,crysbios,2001,BrezzaSoft,Merged,
Crystals Colours (Ver 1.02),crystalc,1998,JCD,Merged,
CSD-1 Disk Drive,csd1,,,Merged,
CSS11501S-K9,css11501sk9,2002,Cisco,Merged,
CST Q+4,ql_qplus4,,,Merged,
CST QL Disc Interface,ql_qldisc,,,Merged,
CTK-2100,ctk2100,2009,Casio,Merged,
CTK-530,ctk530,1995,Casio,Merged,
CTK-551,ctk551,2000,Casio,Merged,
CTK-601,ctk601,1997,Casio,Merged,
CTS Colour Card 500,bbc_cc500,,,Merged,
Cuatro en Linea (rev. A-07),4enlinea,1991,Compumatic / CIC Play,Merged,
Cube Quest (01/04/84),cubeqst,1983,Simutrek,Merged,
Cubo BIOS,cubo,1993,Commodore,Merged,
CUBX,asuscubx,2000,ASUS,Merged,
Cuby Bop (location test),cubybop,199?,"Hot-B Co., Ltd.",Merged,
"Cuckoo (0200753V, NSW/ACT)",cuckoo,1998,Aristocrat,Merged,
Cue (Prototype),cue,1982,Stern,Merged,
Cue Ball Wizard,cueball,1992,Gottlieb,Merged,
"Cue Brick (World, version D)",cuebrick,1989,Konami,Merged,
Cumana 16bit SCSI Interface,arc_scsi_cumana,,,Merged,
Cumana 68008 Upgrade Board,bbc_cumana68k,,,Merged,
Cumana Floppy Disk Interface,ql_cumanafdi,,,Merged,
Cumana QFS 8877A FDC,bbc_cumana1,,,Merged,
Cumana QFS Issue 2 8877A FDC,bbc_cumana2,,,Merged,
"Cuore 1 (Italian, set 1)",cuoreuno,1996,C.M.C.,Merged,
Cup Final (BWB) (MPU4) (set 1),m4cpfinl,199?,BWB,Merged,
Curve Ball,curvebal,1984,Mylstar,Merged,
Cut The Cheese (Redemption),ctcheese,1996,Sega,Merged,
Cut The Rope,cutrope,2016,ICE,Merged,
"Cut Throat Cash (Global) (EPOCH) (1.2, set 1)",ep_ctc,199?,Global,Merged,
Cute Fighter,cutefght,1998,SemiCom,Merged,
Cute Pet Park,cutepet,201?,Dream Cube,Merged,
Cutie Q,cutieq,1979,Namco,Merged,
"Cuty Line (LC-88, ver.1.01)",cutyline,1991,Dyna,Merged,
Cuty Line Limited (ver.1.30),cll,1991,Dyna / TAB Austria,Merged,
"CX5F w/SFG05 (MSX1, Japan)",cx5f,1984,Yamaha,Merged,
CX5M-128 (MSX1),cx5m128,1984,Yamaha,Merged,
"CX5MU (MSX1, USA)",cx5mu,1984,Yamaha,Merged,
"CX7M/128 (MSX2, Japan)",cx7m128,1985,Yamaha,Merged,
Cybattler,cybattlr,1993,Jaleco,Merged,
Cyber Arcade Motion - Lilo & Stitch (JL3180D_01),lxcymls,2021,Lexibook,Merged,
Cyber Arcade Motion - Paw Patrol (JL3180PA),lxcympp,2021,Lexibook,Merged,
Cyber Arcade Motion - Superman (JL3180SU),lxcymsm,2021,Lexibook,Merged,
Cyber Arcade Pocket - Disney Princess (JL1895DP),lxcypkdp,201?,Lexibook,Merged,
Cyber Arcade Pocket - Frozen (JL1895FZ),lxcypkfz,201?,Lexibook,Merged,
Cyber Arcade Pocket - Paw Patrol (JL1895PA),lxcypkpp,201?,Lexibook,Merged,
Cyber Arcade Pocket - Spider-Man (JL1895SP-2),lxcypksp,201?,Lexibook,Merged,
Cyber Arcade Pocket (JL1895),lxcap,201?,Lexibook,Merged,
Cyber Arcade Racing (JL3150),lxcyrace,2021,Lexibook,Merged,
Cyber Arcade TV - Barbie 75-in-1 (JL2500BB),cybrtvbb,2010,Lexibook,Merged,
Cyber Arcade TV - Ferrari 105-in-1 (JL2500FE),cybrtvfe,2010,Lexibook,Merged,
"Cyber Casino (Nova, German) (MPU4 Video)",v4cybcas,199?,BWB (Nova license),Merged,
"Cyber Commando (Japan, CY1)",cybrcomm,1994,Namco,Merged,
Cyber Console Center 200-in-1 (JL2050),jl2050,200?,LexiBook / JungleTac / NiceCode,Merged,
"Cyber Cycles (World, CB2 Ver.C)",cybrcycc,1995,Namco,Merged,
"Cyber Police ESWAT (set 4, World) (FD1094 317-0130)",eswat,1989,Sega,Merged,
Cyber Police ESWAT: Enhanced Special Weapons and Tactics (Mega-Tech),mt_eswat,1990,Sega,Merged,
"Cyber Sled (CY2, World)",cybsled,1993,Namco,Merged,
Cyber Tank (v1.4),cybertnk,1988,Coreland,Merged,
Cyber Troopers Virtual-On - Twin (Export),von,1995,Sega,Merged,
Cyber Troopers Virtual-On 4: Force (Rev E),von4,2001,Sega / Hitmaker,Merged,
Cyber Troopers Virtual-On: Oratorio Tangram (Revision B),von2,1998,Sega,Merged,
Cyber Troopers Virtual-On: Oratorio Tangram M.S.B.S. ver 5.66 2000 Edition,vonot,2000,Sega,Merged,
Cyber-Lip (NGM-010),cyberlip,1990,SNK,Merged,
Cyberball (rev 4),cyberbal,1988,Atari Games,Merged,
Cyberbots: Fullmetal Madness (Europe 950424),cybots,1995,Capcom,Merged,
Cybernaut,cybrnaut,1985,Bally,Merged,
Cyberstorm (prototype),cybstorm,1993,Atari Games,Merged,
Cybiko Classic (V1),cybikov1,2000,Cybiko Inc,Merged,
Cycle Maabou (Japan),cyclemb,1984,Taito Corporation,Merged,
Cycle Shooting,cyclshtg,1986,Taito,Merged,
Cycle Warriors (rev C),cyclwarr,1991,Tatsumi,Merged,
"Cyclone (Extreme) (EPOCH) (CYCL 0.2, set 1)",ep_cyc,199?,Extreme,Merged,
Cyclone (L-5),cycln_l5,1988,Williams,Merged,
"Cyclone Club (Maygay) (EPOCH) (3.1, set 1)",ep_cycl,199?,Maygay,Merged,
Cyclopes (12/85),cyclopes,1985,Game Plan,Merged,
Cyvern - The Dragon Weapons (US),cyvern,1998,Kaneko,Merged,
CZ-1,cz1,1986,Casio,Merged,
CZ-101,cz101,1984,Casio,Merged,
CZ-230S,cz230s,1985,Casio,Merged,
Czernyj Korabl (Arcade bootleg of ZX Spectrum 'Blackbeard'),black,19??,bootleg,Merged,
D-10 Multi Timbral Linear Synthesizer,d10,1988,Roland,Merged,
D-50 Linear Synthesizer (Ver. 2.xx),d50,1987,Roland,Merged,
D-70 Super LA Synthesizer,d70,1991,Roland,Merged,
D-box 1 (Kirch-Gruppe),dbox,1996,Nokia Multimedia,Merged,
D-CAT16 (Mega Drive handheld),dcat16,200?,Firecore,Merged,
D-Con,dcon,1992,Success,Merged,
"D-Day (Jaleco, set 1)",ddayjlc,1984,Jaleco,Merged,
D-Day (Olympia),dday,1982,Olympia,Merged,
"D. D. Crew (World, 3 Players) (FD1094 317-0190)",ddcrew,1991,Sega,Merged,
D.E.Talker Speech Synthesizer,bbc_detalker,,,Merged,
D004 Floppy Disk + GIDE Interface,kc_d004_gide,,,Merged,
D004 Floppy Disk Interface,kc_d004,,,Merged,
D9 500 in 1 Handheld Game Console,d9_500,2021,<unknown>,Merged,
Da Bai Sha,dbsha,199?,bootleg,Merged,
Da Bai Sha (H.B.),dbshahb,200?,H.B.,Merged,
Da Fu Weng III (V130LI),dafuwng3,1995,IGS,Merged,
Da Huangguan,dahuangg,1995,IGS,Merged,
Dacholer,dacholer,1983,Nichibutsu,Merged,
Dagobert's Vault (Dutch) (Elam) (Scorpion 1),sc1dago,198?,ELAM,Merged,
Dahua Xiyou (V201CN),dahuaxy,200?,IGS,Merged,
Dai 3 Wakusei (Japan),dai3wksi,1979,Sun Electronics,Merged,
Dai Mono Tsurouze! Excite Fishing DX (Japan),epo_efdx,2003,Epoch / SSD Company LTD,Merged,
DAI Personal Computer,dai,1978,Data Applications International,Merged,
Dai-Dai-Kakumei (Japan),dai2kaku,2004,SystemBit,Merged,
Daifugo (Japan),daifugo,1983,Seta Kikaku / Sega (Esco Trading Co license),Merged,
Daikaiju no Gyakushu (rev 1),daikaiju,1986,Taito,Merged,
Daioh,daioh,1993,Athena,Merged,
Daisu-Kiss (ver JAA),daiskiss,1996,Konami,Merged,
Daisyarin (Japan),daisyari,1989,Best System,Merged,
Daitoride,daitorid,1995,Metro,Merged,
