Release Type,Name,Title,Foreign Title,Serial
Redump,DJ Max Portable (Korea),DJ Max Emotional Sense P Portable,디제이맥스 이모셔널 센스 Ｐ 포터블,ULKS 46050
Redump,"DJ Max Portable 2 (Korea) (En,Ja,Ko)",DJ Max Emotional Sense P 2: Sound Miracle,디제이맥스 이모셔널 센스 Ｐ２ 사운드미라클,ULKS 46116
Redump,DJ Max Portable 3 (Japan),,,ULJM 05836
Redump,"DJ Max Portable 3 (Korea) (En,Ko)",DJ Max Portable 3,디제이맥스 포터블 3,ULKS 46236
Redump,DJ Max Portable 3 (USA),DJ Max Portable 3,,ULUS-10538
Redump,Doko Demo Issho - Let's Gakkou! (Japan),Doko Demo Issho: Let's Gakkou!,どこでもいっしょ　レッツ学校!,UCJS 10039
Redump,Doko Demo Issho - Let's Gakkou! (Japan),Doko Demo Issho: Let's Gakkou!,どこでもいっしょ　レッツ学校!,UCJS 10039/1.01
Redump,Doko Demo Issho - Let's Gakkou! (Japan),Doko Demo Issho: Let's Gakkou!,どこでもいっしょ　レッツ学校!,UCJS 18012
Redump,Doko Demo Issho (Japan),Doko Demo Issho,どこでもいっしょ,UCJS 10002
Redump,Doko Demo Issho (Japan),Doko Demo Issho,どこでもいっしょ,UCJS 18002
Redump,Don 2 - The Game (India),Don 2: The Game,,UCES-01585
Redump,"Donkey Xote (Europe) (En,Fr,De,Es,It)",Donkey Xote,,ULES-00836
Redump,Dora-Slot - Kyojin no Hoshi II (Japan) (v1.01),Dora-Slot: Kyojin no Hoshi II,ドラスロット: 巨人の星II,ULJM 05027
Redump,Dora-Slot - Kyojin no Hoshi II (Japan) (v2.02),Dora-Slot: Kyojin no Hoshi II,ドラスロット: 巨人の星II,ULJM-05027
Redump,Dora-Slot - Oki Slot Ou! Pioneer 12 (Japan),Dora-Slot: Oki Slot Ou! Pioneer 12,ドラスロット:沖スロ王! パイオニア12,ULJM-05069
Redump,Dora-Slot - Shuyaku wa Zenigata (Japan),Dora-Slot: Shuyaku wa Zenigata,ドラスロット 主役は銭形,ULJM 05014
Redump,Dot Hack Link (Japan),Dot Hack Link,.hack//Link,ULJS 00266
Redump,Dot Hack Link (Japan),Dot Hack Link,.hack//Link,ULJS 00279
Redump,Dot Hack Link (Japan),Dot Hack Link,.hack//Link,ULJS 19058
Redump,Downstream Panic! (USA),Downstream Panic!,,ULUS-10322
Redump,Dragon Ball Tag VS (Japan),Dragon Ball Tag VS,ドラゴンボール　タッグバーサス,ULJS 00311
Redump,Dragon Ball Tag VS (Japan),Dragon Ball Tag VS,ドラゴンボール　タッグバーサス,ULJS 19067
Redump,Dragon Ball Z - Jinmudohoe (Korea),Dragon Ball Z: Jinmudohoe,드래곤볼 Z 진무도회,ULKS 46085
Redump,Dragon Ball Z - Shin Budokai - Another Road (USA),Dragon Ball Z: Shin Budokai: Another Road,,ULUS-10234
Redump,"Dragon Ball Z - Shin Budokai (Europe) (En,Fr,De,Es,It)",Dragon Ball Z: Shin Budokai,,ULES-00309
Redump,Dragon Ball Z - Shin Budokai (Japan),Dragon Ball Z: Shin Budokai,ドラゴン・ボールＺ　～真武道会～,ULJS 00049
Redump,Dragon Ball Z - Shin Budokai (USA),Dragon Ball Z: Shin Budokai,,ULUS-10081
Redump,"Dragon Ball Z - Shin Budokai 2 (Europe) (En,Fr,De,Es,It)",Dragon Ball Z: Shin Budokai 2,,ULES-00789
Redump,Dragon Ball Z - Shin Budokai 2 (Japan),,,ULJS 00107
Redump,"Dragon Ball Z - Tenkaichi Tag Team (Europe) (En,Fr,De,Es,It)",Dragon Ball Z: Tenkaichi Tag Team,,ULES-01456
Redump,"Dragon Ball Z - Tenkaichi Tag Team (USA) (En,Fr,Es)",Dragon Ball Z: Tenkaichi Tag Team,,ULUS-10537
Redump,Dragon Dance (Japan),,,ULJM 05407
Redump,Dragon Quest & Final Fantasy in Itadaki Street Portable (Japan),Dragon Quest & Final Fantasy in Itadaki Street Portable,ドラゴンクエスト&ファイナルファンタジーinいただきストリートポータブル,ULJM 05127
Redump,Dragon Quest & Final Fantasy in Itadaki Street Portable (Japan),Dragon Quest & Final Fantasy in Itadaki Street Portable,ドラゴンクエスト&ファイナルファンタジーinいただきストリートポータブル,ULJM-05321
Redump,Dragonball - Evolution (Asia),Dragonball: Evolution,,UCAS-40256
Redump,"Dragonball - Evolution (Europe) (En,Fr,De,Es,It)",Dragonball: Evolution,,ULES-01227
Redump,Dragonball - Evolution (Japan),,,ULJS 00184
Redump,Dragonball - Evolution (USA),Dragonball: Evolution,,ULUS 10415
Redump,"Dragoneer's Aria - Ryuu ga Nemuru Made (Japan, Asia)",Dragoneer's Aria: Ryu ga Nemuru Made,ドラグナーズアリア 竜が眠るまで,UCAS-40162
Redump,"Dragoneer's Aria - Ryuu ga Nemuru Made (Japan, Asia)",Dragoneer's Aria: Ryu ga Nemuru Made,ドラグナーズアリア 竜が眠るまで,ULJS 00112
Redump,Dragoneer's Aria (Asia),Dragoneer's Aria,,UCAS 40224
Redump,Dragoneer's Aria (Europe),Dragoneer's Aria,,ULES-01004
Redump,Dragoneer's Aria (USA),Dragoneer's Aria,,ULUS-10291
Redump,Dream C Club Portable (Japan),,,ULJS 00333
Redump,DreamWorks Megamind - The Blue Defender (Asia),,,ULAS 42258
Redump,"DreamWorks Megamind - The Blue Defender (Europe) (En,Fr,De,Es,It,Nl)",DreamWorks Megamind: The Blue Defender,,ULES-01415
Redump,DreamWorks Megamind - The Blue Defender (Russia),DreamWorks Megamind: The Blue Defender,Мегамозг: Синий защитник,ULES-01465
Redump,"DreamWorks Megamind - The Blue Defender (USA) (En,Fr)",DreamWorks Megamind: The Blue Defender,,ULUS 10520
Redump,DreamWorks Over the Hedge - Hammy Goes Nuts! (Europe),DreamWorks Over the Hedge: Hammy Goes Nuts!,,ULES-00663
Redump,"DreamWorks Over the Hedge - Hammy Goes Nuts! (Europe) (En,Fr,De,It,Nl)",DreamWorks Over the Hedge: Hammy Goes Nuts!,,ULES-00665
Redump,DreamWorks Over the Hedge - Hammy Goes Nuts! (USA),DreamWorks Over the Hedge: Hammy Goes Nuts!,,ULUS 10187
Redump,"DreamWorks Shrek - Smash n' Crash Racing (Europe) (En,Fr,De,Es,It)",DreamWorks Shrek: Smash n' Crash Racing,,ULES-00618
Redump,DreamWorks Shrek - Smash n' Crash Racing (USA),DreamWorks Shrek: Smash n' Crash Racing,,ULUS-10194
Redump,DreamWorks Shrek the Third (Europe),DreamWorks Shrek the Third,,ULES-00812
Redump,"DreamWorks Shrek the Third (Europe) (En,Fr,De,Es,It,Nl)",DreamWorks Shrek the Third,,ULES-00813
Redump,DreamWorks Shrek the Third (USA),DreamWorks Shrek the Third,,ULUS 10248
Redump,DreamWorks Vecinos Invasores - Hammy Enloquece (Spain),DreamWorks Vecinos Invasores: Hammy Enloquece,,ULES-00664
Redump,Driver 76 (Europe),Driver 76,,ULES-00740
Redump,Driver 76 (Europe),Driver 76,,ULES-00740/P
Redump,Driver 76 (USA),Driver 76,,ULUS-10235
Redump,DT Carnage (USA),DT Carnage,,ULUS-10406
Redump,"DTM Race Driver 2 (Europe) (En,Fr,De,Es,It)",DTM Race Driver 2,,ULES-00041
Redump,"DTM Race Driver 3 - Challenge (Europe) (En,Fr,De,Es,It)",DTM Race Driver 3: Challenge,,ULES-00615
Redump,Dunamis 15 (Japan),,,ULJM 06119
Redump,Dungeon Explorer - Meiyaku no Tobira (Japan),Dungeon Explorer: Meiyaku no Tobira,ダンジョンエクスプローラー 盟約の扉,ULJM 05164
Redump,Dungeon Explorer - Warriors of Ancient Arts (USA),Dungeon Explorer: Warriors of Ancient Arts,,ULUS-10289
Redump,"Dungeon Explorer (Europe) (En,Fr,De,Es,It)",Dungeon Explorer,,ULES-00847
Redump,Dungeon Maker - Hunting Ground (USA),Dungeon Maker: Hunting Ground,,ULUS-10282
Redump,Dungeon Maker - Hunting Ground (USA) (Beta) (2007-05-09),Dungeon Maker: Hunting Ground,,ULUS-10282
Redump,Dungeon Maker II - The Hidden War (USA),Dungeon Maker II: The Hidden War,,ULUS-10393
Redump,"Dungeon Siege - Throne of Agony (Europe) (En,Fr,De,Es,It)",Dungeon Siege: Throne of Agony,,ULES-00569
Redump,Dungeon Siege - Throne of Agony (USA),Dungeon Siege: Throne of Agony,,ULUS 10177
Redump,Dungeon Travelers 2 - Ouritsu Toshokan to Mamono no Fuuin (Japan),,,ULJM 06242
Redump,"Dungeons & Dragons - Tactics (Europe) (En,Fr,De,Es,It)",Dungeons & Dragons: Tactics,,ULES-00721
Redump,Dungeons & Dragons - Tactics (USA),Dungeons & Dragons: Tactics,,ULUS-10232
Redump,Durarara!! 3way Standoff - Alley (Japan),Durarara!! 3way Standoff: Alley,デュラララ！！　３ｗａｙ　ｓｔａｎｄｏｆｆ　－ａｌｌｅｙ－,ULJS 00399
Redump,Durarara!! 3way Standoff - Alley (Japan),Durarara!! 3way Standoff: Alley,デュラララ！！　３ｗａｙ　ｓｔａｎｄｏｆｆ　－ａｌｌｅｙ－,ULJS 00400
Redump,Durarara!! 3way Standoff (Japan),Durarara!! 3way Standoff,デュラララ！！　３ｗａｙ　ｓｔａｎｄｏｆｆ,ULJS 00317
Redump,Durarara!! 3way Standoff (Japan),Durarara!! 3way Standoff,デュラララ！！　３ｗａｙ　ｓｔａｎｄｏｆｆ,ULJS 00318
Redump,"Dynasty Warriors - Strikeforce (Europe) (En,Fr,De)",Dynasty Warriors: Strikeforce,,ULES-01221
Redump,Dynasty Warriors - Strikeforce (USA),Dynasty Warriors: Strikeforce,,ULUS-10416
Redump,Dynasty Warriors (Europe),Dynasty Warriors,,ULES-00026
Redump,Dynasty Warriors (France),Dynasty Warriors,,ULES-00118
Redump,Dynasty Warriors (Germany),Dynasty Warriors,,ULES-00119
Redump,Dynasty Warriors (USA),Dynasty Warriors,,ULUS-10004
Redump,Dynasty Warriors Vol. 2 (Europe),Dynasty Warriors Vol. 2,,ULES-00604
Redump,Dynasty Warriors Vol. 2 (France),Dynasty Warriors Vol. 2,,ULES-00605
Redump,Dynasty Warriors Vol. 2 (Germany),Dynasty Warriors Vol. 2,,ULES-00606
Redump,Dynasty Warriors Vol. 2 (USA),Dynasty Warriors Vol. 2,,ULUS 10170
Redump,"EA Replay (Europe) (En,De,Es,It,Nl)",EA Replay,,ULES-00592
Redump,EA Replay (USA),EA Replay,,ULUS-10140
Redump,"Echochrome - Muhan Hoerang (Korea) (En,Zh,Ko)",Echochrome: Muhan Hoerang,ｅｃｈｏｃｈｒｏｍｅ 無限回廊 ［무한회랑］,UCKS 45082
Redump,"Echochrome (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Beta) (2008-05-13)",Echochrome,,UCED-01060/9991250
Redump,"Echochrome (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Beta) (2008-05-13)",Echochrome,,UCED-01060/9991656
Redump,"Echochrome (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Demo)",Echochrome,,UCED-01060/9992851
Redump,"Echochrome (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Ru)",Echochrome,,UCES-01011
Redump,"Echochrome (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Ru)",Echochrome,,UCES-01011/ANZ
Redump,"Echoshift (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (v1.00)",Echoshift,,UCES-01313
Redump,"Echoshift (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (v2.00)",Echoshift,,UCES-01313#
Redump,Echoshift (Korea),Echoshift,에코 쉬프트,UCKS 45142
Redump,Eikoku Tantei Mysteria (Japan),,,ULJS 00562
Redump,Eikoku Tantei Mysteria (Japan),,,ULJS 00563
Redump,Eiyuu Densetsu - Ao no Kiseki (Japan),Eiyuu Densetsu: Ao no Kiseki,英雄伝説　碧の軌跡,ULJM 05899
Redump,Eiyuu Densetsu - Sora no Kiseki FC (Japan),Eiyuu Densetsu: Sora no Kiseki FC,英雄伝説　空の軌跡ＦＣ,ULJM 05170
Redump,Eiyuu Densetsu - Sora no Kiseki FC (Japan),Eiyuu Densetsu: Sora no Kiseki FC,英雄伝説　空の軌跡ＦＣ,ULJM 08033
Redump,Eiyuu Densetsu - Sora no Kiseki SC (Japan) (Disc 1),Eiyuu Densetsu: Sora no Kiseki SC (Disc 1),英雄伝説　～空の軌跡ＳＣ～,ULJM 05277
Redump,Eiyuu Densetsu - Sora no Kiseki SC (Japan) (Disc 1),Eiyuu Densetsu: Sora no Kiseki SC (Disc 1),英雄伝説　～空の軌跡ＳＣ～,ULJM 08034
Redump,Eiyuu Densetsu - Sora no Kiseki SC (Japan) (Disc 2),Eiyuu Densetsu: Sora no Kiseki SC (Disc 2),英雄伝説　～空の軌跡ＳＣ～,ULJM 05278
Redump,Eiyuu Densetsu - Sora no Kiseki SC (Japan) (Disc 2),Eiyuu Densetsu: Sora no Kiseki SC (Disc 2),英雄伝説　～空の軌跡ＳＣ～,ULJM 08035
Redump,Eiyuu Densetsu - Sora no Kiseki the 3rd (Japan),,,ULJM 08036
Redump,Eiyuu Densetsu - Zero no Kiseki (Japan),Eiyuu Densetsu: Zero no Kiseki,英雄伝説　零の軌跡,ULJM 05733
Redump,Eiyuu Densetsu Gagharv Trilogy - Akai Shizuku (Japan),Eiyuu Densetsu Gagharv Trilogy: Akai Shizuku,英雄伝説　ガガーブトリロジー　朱紅い雫,ULJS 19027
Redump,Eiyuu Densetsu Gagharv Trilogy - Shiroki Majo (Japan),Eiyuu Densetsu Gagharv Trilogy: Shiroki Majo,英雄伝説 ガガーブトリロジー 白き魔女,ULJS 00004
Redump,Eiyuu Densetsu Gagharv Trilogy - Umi no Oriuta (Japan),Eiyuu Densetsu Gagharv Trilogy: Umi no Oriuta,英雄伝説　ガガーブトリロジー　海の檻歌,ULJS 19028
Redump,Elkrone no Atelier - Dear for Otomate (Japan),Elkrone no Atelier: Dear for Otomate,エルクローネのアトリエ ～Ｄｅａｒ ｆｏｒ Ｏｔｏｍａｔｅ～,ULJM 06046
Redump,Elminage Ibun - Ame no Mihashira (Japan),,,ULJM 06141
Redump,Elminage II - Sousei no Megami to Unmei no Daichi (Japan),Elminage II: Sousei no Megami to Unmei no Daichi,エルミナージュⅡ　～双生の女神と運命の大地～,ULJM 05488
Redump,Elminage III - Ankoku no Shito to Taiyou no Kyuuden (Japan),Elminage III: Ankoku no Shito to Taiyou no Kyuuden,エルミナージュⅢ　～暗黒の使徒と太陽の宮殿～,ULJM 05883
Redump,Elminage Original - Yami no Miko to Kamigami no Yubiwa (Japan),Elminage Original: Yami no Miko to Kamigami no Yubiwa,エルミナージュ　Ｏｒｉｇｉｎａｌ　～闇の巫女と神々の指輪～,ULJM 05864
Redump,Elminage Original (Europe),Elminage Original,,ULES-01599
Redump,Enkaku Sousa - Shinjitsu e no 23-nichi-kan (Japan),Enkaku Sousa: Shinjitsu e no 23-nichi-kan,遠隔捜査 ー真実への２３日間ー,UCJS 10088
Redump,Enkeltbillet (Japan),Enkeltbillet,Enkeltbillet (エンケルトビレット) 限定版,ULJM-06374
Redump,"Entraineur 2006, L' - Championship Manager (France)",L'Entraîneur 2006: Championship Manager,,ULES-00331
Redump,"Eragon (Europe) (En,Fr,De,Es,It)",Eragon,,ULES-00474
Redump,E'ragon (Russia),E'ragon,Эрагон,ULES-00475
Redump,Eragon (USA),Eragon,,ULUS 10146
Redump,Evangelion - Jo (Japan),Evangelion: Jo,ヱヴァンゲリヲン 序,ULJS 00201
Redump,"Evangelion Shin Gekijou-ban - 3nd Impact (Japan, Asia)",Evangelion Shin Gekijou-ban: 3nd Impact,ヱヴァンゲリヲン新劇場版 ー３ｎｄ　インパクトー,ULAS 42293
Redump,"Evangelion Shin Gekijou-ban - 3nd Impact (Japan, Asia)",Evangelion Shin Gekijou-ban: 3nd Impact,ヱヴァンゲリヲン新劇場版 ー３ｎｄ　インパクトー,ULJS 00407
Redump,"Evangelion Shin Gekijou-ban - 3nd Impact (Japan, Asia)",Evangelion Shin Gekijou-ban: 3nd Impact,ヱヴァンゲリヲン新劇場版 ー３ｎｄ　インパクトー,ULJS 00408
Redump,Ever 17 - The Out of Infinity - Premium Edition (Japan),,,ULJM 05723
Redump,"Every Extend Extra (Europe) (En,Fr,De,Es,It)",Every Extend Extra,,ULES-00468
Redump,Every Extend Extra (Japan),Every Extend Extra,エブリ　エクステンド　エクストラ,ULJS 00054
Redump,Every Extend Extra (USA),Every Extend Extra,,ULUS-10147
Redump,"Everybody's Golf (Europe) (En,Fr,De,Es,It)",Everybody's Golf,,UCES-00012
Redump,"Everybody's Golf (Europe) (En,Fr,De,Es,It)",Everybody's Golf,,UCES-00012/P
Redump,Everybody's Golf (Korea),Everybody's Golf,모두의 골프 포터블,UCKS 45004
Redump,Everybody's Golf (Korea),Everybody's Golf,모두의 골프 포터블,UCKS 45049
Redump,"Everybody's Golf 2 (Europe, Canada) (En,Fr,De,Es,It)",Everybody's Golf 2,,UCES-00767
Redump,"Everybody's Golf 2 (Europe, Canada) (En,Fr,De,Es,It)",Everybody's Golf 2,,UCES-00767/9986553
Redump,"Everybody's Golf 2 (Europe, Canada) (En,Fr,De,Es,It)",Everybody's Golf 2,,UCES-00767/ANZ
Redump,"Everybody's Golf 2 (Europe, Canada) (En,Fr,De,Es,It)",Everybody's Golf 2,,UCES-00767/E
Redump,"Everybody's Golf 2 (Europe, Canada) (En,Fr,De,Es,It)",Everybody's Golf 2,,UCUS-94340
Redump,"Everybody's Stress Buster (Asia) (En,Zh,Ko)",Everybody's Stress Buster,全民都爽快,UCAS 40290
Redump,"Everybody's Stress Buster (Asia) (En,Zh,Ko)",Everybody's Stress Buster,全民都爽快,UCKS 45145
Redump,"Everybody's Sukkiri (Japan, Asia)",Minna no Sukkiri,みんなのスッキリ,UCAS-40278
Redump,"Everybody's Sukkiri (Japan, Asia)",Minna no Sukkiri,みんなのスッキリ,UCJS 10094
Redump,"Everybody's Tennis (Europe) (En,Fr,De,Es,It)",Everybody's Tennis,,UCES-01420
Redump,"Exit (Europe) (En,Fr,De,Es,It)",Exit,,ULES-00285
Redump,Exit (Japan),Exit,イグジット,ULJM 05062
Redump,Exit (Japan),Exit,イグジット,ULJM 05271
Redump,Exit (Korea),Exit,,ULKS 46054
Redump,Exit (USA),Exit,,ULUS-10074
Redump,"Exit 2 (Europe) (En,Fr,De,Es,It)",Exit 2,,ULES-00620
Redump,"Eye of Judgment, The - Legends (Europe) (En,Fr,De,Es,It)",The Eye of Judgment: Legends,,UCES-01334
Redump,"Eye of Judgment, The - Legends (Europe) (En,Fr,De,Es,It) (Beta) (2009-10-27)",The Eye of Judgment: Legends,,UCES-01334
Redump,"Eye of Judgment, The - Shintaku no Wizard (Japan) (Demo)",The Eye of Judgment: Shintaku no Wizard,アイ・オブ・ジャッジメント　～神託のウィザード～,UCJX 90030
Redump,"EyePet (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",EyePet,,UCES-01462
Redump,"EyePet (USA) (En,Fr,Es,Pt)",EyePet,,UCUS-98759
Redump,"EyePet Adventures (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",EyePet Adventures,,UCES-01531
Redump,"EyePet Adventures (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",EyePet Adventures,,UCES-01531/POR
Redump,Eyeshield 21 - Portable Edition (Japan),Eyeshield 21: Portable Edition,アイシールド 21: ポータブルエディション,ULJM 05108
Redump,F1 06 Portable (Asia),F1 06 Portable,,UCAS 40114
Redump,"F1 2009 (Europe) (En,Fr,De,Es,It)",F1 2009,Formula 1 2009,ULES-01355
Redump,F1 2009 (USA),F1 2009,Formula 1 2009,ULUS-10449
Redump,"F1 Grand Prix (Europe) (En,Fr,De,Es,It) (v1.00)",F1 Grand Prix,,UCES-00004
Redump,"F1 Grand Prix (Europe) (En,Fr,De,Es,It) (v1.00)",F1 Grand Prix,,UCES-00004/1.00
Redump,"F1 Grand Prix (Europe) (En,Fr,De,Es,It) (v2.00)",F1 Grand Prix,,UCES-00004#
Redump,"Fading Shadows (Europe) (En,Fr,De,Es,It,Nl,Ru)",Fading Shadows,,ULES-00858
Redump,"Fading Shadows (USA) (En,Fr,De,Es,It,Nl,Ru)",Fading Shadows,,ULUS-10344
Redump,Fairy Tail - Portable Guild (Japan),Fairy Tail: Portable Guild,フェアリーテイル　ポータブルギルド,ULJM 05608
Redump,Fairy Tail - Portable Guild (Japan),Fairy Tail: Portable Guild,フェアリーテイル　ポータブルギルド,ULJM 08050
Redump,Fairy Tail - Portable Guild 2 (Japan),,,ULJM 05776
Redump,Fairy Tail - Zerefu Kakusei (Japan),Fairy Tail: Zerefu Kakusei,フェアリーテイル ゼレフ覚醒,ULJM-05955
Redump,"Family Guy - Video Game! (Europe) (En,Fr,De,Es,It)",Family Guy: Video Game!,,ULES-00601
Redump,"Family Guy - Video Game! (Europe, Australia)",Family Guy: Video Game!,,ULES-00567
Redump,Family Guy - Video Game! (USA),Family Guy: Video Game!,,ULUS-10185
Redump,Fantasy Golf Pangya Portable (Japan),Fantasy Golf Pangya Portable,ファンタジーゴルフ パンヤ ポータブル,ULJM 05440
Redump,Fantasy Golf Pangya Portable (Korea),Fantasy Golf Pangya Portable,판타지 골프 팡야 포터블,ULKS-46164
Redump,"Fast and the Furious, The (Europe)",The Fast and the Furious,,ULES-00973
Redump,"Fast and the Furious, The (USA)",The Fast and the Furious,,ULUS-10198
Redump,"Fat Princess - Fistful of Cake (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Ru)",Fat Princess: Fistful of Cake,,UCES-01312
Redump,Fat Princess - Fistful of Cake (USA),Fat Princess: Fistful of Cake,,UCUS-98740
Redump,Fate-Extra (Europe),Fate/Extra,,ULES-01561
Redump,Fate-Extra (Japan),Fate/Extra,フェイト／エクストラ,ULJS 00253
Redump,Fate-Extra (Japan),Fate/Extra,フェイト／エクストラ,ULJS 00254
Redump,Fate-Extra (Japan),Fate/Extra,フェイト／エクストラ,ULJS 19063
Redump,Fate-Extra (USA),Fate/Extra,,ULUS-10576
Redump,Fate-Extra CCC (Japan),Fate/Extra CCC,フェイト／エクストラ　ＣＣＣ,ULJS 00450
Redump,Fate-Extra CCC (Japan),Fate/Extra CCC,フェイト／エクストラ　ＣＣＣ,ULJS 00451
Redump,Fate-Tiger Colosseum (Japan),,,ULJM 05266
Redump,Fate-Tiger Colosseum Upper (Japan),,,ULJM 05360
Redump,Fate-Tiger Colosseum Upper (Japan),,,ULJM 05504
Redump,Fate-Unlimited Codes Portable (Japan),Fate/Unlimited Codes Portable,フェイト／アンリミテッドコード　ポータブル,ULJM 05451
Redump,"Field Commander (Europe, Australia) (En,Fr,De,Es)",Field Commander,,ULES-00335
Redump,Field Commander (USA),Field Commander,,ULUS 10088
Redump,Field Commander (USA) (Beta) (v1.02) (2005-11-30),Field Commander,,ULUX-80153
Redump,Field Commander (USA) (Beta) (v1.10) (2006-03-01),Field Commander,,ULUX-80153
Redump,FIFA 06 (Europe),FIFA 06,,ULES-00161
Redump,FIFA 06 (Europe),FIFA 06,,ULES-00161/P
Redump,FIFA 06 (France),FIFA 06,,ULES-00162
Redump,FIFA 06 (Germany),FIFA 06,,ULES-00163
Redump,FIFA 06 (Italy),FIFA 06,,ULES-00164/P
Redump,FIFA 06 (Japan),FIFA 06,,ULJM 05061
Redump,FIFA 06 (Spain),FIFA 06,,ULES-00165
Redump,FIFA 07 (Europe),FIFA 07,,ULES-00440
Redump,FIFA 07 (France),FIFA 07,,ULES-00441
Redump,FIFA 07 (Germany),FIFA 07,,ULES-00443
Redump,FIFA 07 (Italy),FIFA 07,,ULES-00442
Redump,FIFA 07 (Netherlands),FIFA 07,,ULES-00459
Redump,FIFA 07 (Netherlands),FIFA 07,,ULES-00459/P
Redump,FIFA 07 (Spain),FIFA 07,,ULES-00444
Redump,FIFA 08 (Europe),FIFA 08,,ULES-00891
Redump,FIFA 08 (France),FIFA 08,,ULES-00892
Redump,FIFA 08 (Germany),FIFA 08,,ULES-00894
Redump,FIFA 08 (Italy),FIFA 08,,ULES-00893
Redump,FIFA 08 (Korea),FIFA 08,피파 08,ULKS 46153
Redump,FIFA 08 (Portugal),FIFA 08,,ULES-00896
Redump,FIFA 08 (Russia),FIFA 08,,ULES-01057
Redump,FIFA 08 (Spain),FIFA 08,,ULES-00895
Redump,"FIFA 09 (Asia) (En,Es)",FIFA 09,,ULAS-42141
Redump,FIFA 09 (Europe),FIFA 09,,ULES-01135
Redump,"FIFA 09 (Europe) (Pl,Cs,Hu)",FIFA 09,,ULES-01142
